trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.4202774517873694,43.09041,0.412347216861732,0.40730544496128834,0.10957440219123182,0.014563106796116498,377.1444523728756,345.8667137616805
