bandwidth_lower_bound_min,bandwidth_lower_bound_max,bandwidth_upper_bound_min,bandwidth_upper_bound_max,delay_min,delay_max,queue_min,queue_max,loss_min,loss_max,T_s_min,T_s_max,delay_noise_min,delay_noise_max,duration_min,duration_max,weight
0.1,0.1,0.1,100,2,200,0.2,3,0,0.05,1,30,0,0,30,30,0.04035360699999998
0.1,0.1,21.65583703507473,21.65583703507473,26.83064914343603,26.83064914343603,0.7348896258411934,0.7348896258411934,0,0,12.53343071827402,12.53343071827402,0.0,0.0,30,30,0.017294402999999993
0.1,0.1,30.05877024254092,30.05877024254092,102.32673131204139,102.32673131204139,2.9285211841722036,2.9285211841722036,0.00018129082128424736,0.00018129082128424736,8.763112850032464,8.763112850032464,0.0,0.0,30,30,0.024706289999999992
0.1,0.1,92.53761952656701,92.53761952656701,113.26552769524358,113.26552769524358,2.15454139508421,2.15454139508421,0,0,29.524649787409505,29.524649787409505,0.0,0.0,30,30,0.03529469999999999
0.1,0.1,43.8414139811475,43.8414139811475,99.82456668608955,99.82456668608955,2.2184551758109095,2.2184551758109095,0.00046703860413102144,0.00046703860413102144,5.745419715547762,5.745419715547762,0.0,0.0,30,30,0.05042099999999999
0.1,0.1,63.557159839152035,63.557159839152035,159.37275099344447,159.37275099344447,0.5040587912575579,0.5040587912575579,0.00020165994452141423,0.00020165994452141423,15.490061490354599,15.490061490354599,0.0,0.0,30,30,0.07202999999999998
0.1,0.1,9.854394437288454,9.854394437288454,28.61515162561155,28.61515162561155,2.346286095893238,2.346286095893238,0,0,1.0995772881008483,1.0995772881008483,0.0,0.0,30,30,0.10289999999999999
0.1,0.1,14.153165695298421,14.153165695298421,134.1921791260322,134.1921791260322,0.8465317793097231,0.8465317793097231,0,0,7.011824671782433,7.011824671782433,0.0,0.0,30,30,0.147
0.1,0.1,1.8069197183478618,1.8069197183478618,180.76597519513885,180.76597519513885,1.8258881443956763,1.8258881443956763,0.04113088829198256,0.04113088829198256,2.1229190562578557,2.1229190562578557,0.0,0.0,30,30,0.21
0.1,0.1,63.313168512581484,63.313168512581484,140.26265543547441,140.26265543547441,1.1555827021472744,1.1555827021472744,0,0,1.9114872648959902,1.9114872648959902,0.0,0.0,30,30,0.3
