bandwidth_lower_bound_min,bandwidth_lower_bound_max,bandwidth_upper_bound_min,bandwidth_upper_bound_max,delay_min,delay_max,queue_min,queue_max,loss_min,loss_max,T_s_min,T_s_max,delay_noise_min,delay_noise_max,duration_min,duration_max,weight
0.1,0.1,0.1,100,2,200,0.2,3,0,0.05,1,30,0,0,30,30,0.004747561509942996
0.1,0.1,21.65583703507473,21.65583703507473,26.83064914343603,26.83064914343603,0.7348896258411934,0.7348896258411934,0,0,12.53343071827402,12.53343071827402,0.0,0.0,30,30,0.0020346692185469984
0.1,0.1,30.05877024254092,30.05877024254092,102.32673131204139,102.32673131204139,2.9285211841722036,2.9285211841722036,0.00018129082128424736,0.00018129082128424736,8.763112850032464,8.763112850032464,0.0,0.0,30,30,0.002906670312209998
0.1,0.1,92.53761952656701,92.53761952656701,113.26552769524358,113.26552769524358,2.15454139508421,2.15454139508421,0,0,29.524649787409505,29.524649787409505,0.0,0.0,30,30,0.004152386160299997
0.1,0.1,43.8414139811475,43.8414139811475,99.82456668608955,99.82456668608955,2.2184551758109095,2.2184551758109095,0.00046703860413102144,0.00046703860413102144,5.745419715547762,5.745419715547762,0.0,0.0,30,30,0.005931980228999997
0.1,0.1,63.557159839152035,63.557159839152035,159.37275099344447,159.37275099344447,0.5040587912575579,0.5040587912575579,0.00020165994452141423,0.00020165994452141423,15.490061490354599,15.490061490354599,0.0,0.0,30,30,0.008474257469999996
0.1,0.1,9.854394437288454,9.854394437288454,28.61515162561155,28.61515162561155,2.346286095893238,2.346286095893238,0,0,1.0995772881008483,1.0995772881008483,0.0,0.0,30,30,0.012106082099999995
0.1,0.1,14.153165695298421,14.153165695298421,134.1921791260322,134.1921791260322,0.8465317793097231,0.8465317793097231,0,0,7.011824671782433,7.011824671782433,0.0,0.0,30,30,0.017294402999999993
0.1,0.1,1.8069197183478618,1.8069197183478618,180.76597519513885,180.76597519513885,1.8258881443956763,1.8258881443956763,0.04113088829198256,0.04113088829198256,2.1229190562578557,2.1229190562578557,0.0,0.0,30,30,0.024706289999999992
0.1,0.1,63.313168512581484,63.313168512581484,140.26265543547441,140.26265543547441,1.1555827021472744,1.1555827021472744,0,0,1.9114872648959902,1.9114872648959902,0.0,0.0,30,30,0.03529469999999999
0.1,0.1,91.81321063658532,91.81321063658532,195.33959093259207,195.33959093259207,2.9129459355079104,2.9129459355079104,0.004238053546926203,0.004238053546926203,2.308987633787687,2.308987633787687,0.0,0.0,30,30,0.05042099999999999
0.1,0.1,19.370076477008116,19.370076477008116,190.4489834916137,190.4489834916137,0.5979556234146777,0.5979556234146777,0.00017509567652963275,0.00017509567652963275,26.53033337320969,26.53033337320969,0.0,0.0,30,30,0.07202999999999998
0.1,0.1,14.60922412926423,14.60922412926423,96.37507980182836,96.37507980182836,2.6721024281837886,2.6721024281837886,0.00045660694937166383,0.00045660694937166383,6.990372669223407,6.990372669223407,0.0,0.0,30,30,0.10289999999999999
0.1,0.1,51.710840357887214,51.710840357887214,2.6022223204948665,2.6022223204948665,1.9371227737848065,1.9371227737848065,0.0005778581841509391,0.0005778581841509391,1.0806996144236511,1.0806996144236511,0.0,0.0,30,30,0.147
0.1,0.1,73.02379098454287,73.02379098454287,90.26015544626433,90.26015544626433,2.711876023948296,2.711876023948296,0,0,29.172487651626252,29.172487651626252,0.0,0.0,30,30,0.21
0.1,0.1,40.3457181985912,40.3457181985912,108.5061818371606,108.5061818371606,2.9355246761791776,2.9355246761791776,0.0002299645278693656,0.0002299645278693656,6.048798173709309,6.048798173709309,0.0,0.0,30,30,0.3
