bandwidth_lower_bound_min,bandwidth_lower_bound_max,bandwidth_upper_bound_min,bandwidth_upper_bound_max,delay_min,delay_max,queue_min,queue_max,loss_min,loss_max,T_s_min,T_s_max,delay_noise_min,delay_noise_max,duration_min,duration_max,weight
0.1,0.1,0.1,100,2,200,0.2,3,0,0.05,1,30,0,0,30,30,0.7
0.1,0.1,21.65583703507473,21.65583703507473,26.83064914343603,26.83064914343603,0.7348896258411934,0.7348896258411934,0,0,12.53343071827402,12.53343071827402,0.0,0.0,30,30,0.3
