trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
9.947027338371974,191.65077,3.6840434339924406,3.685511632932085,0.41504514183675806,0.01237785016286641,-224.33063331769995,-254.5439052123562
