trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.11377559965995357,2.1670599999999998,0.15752269568091884,0.08136668504637791,0.011738681181420947,0.48346055979643765,321.70227152391453,-621.0845153459518
