trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
5.939234170720175,127.96759999999996,3.6999910604817665,3.4011671301837825,0.39845347758187866,0.08758650519031141,-60.09038076793968,-287.296042620643
