trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.7082847773084382,90.05832,0.6719208234373291,0.6725401659537835,0.18606507192584196,0.004764740917212573,287.0489173538953,279.17222614252273
