trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
8.402293299941565,190.44898,7.047419368757286,7.016870364469598,0.44438358821573803,0.016914519241684633,-33.45924703449749,-60.655769661136596
