trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
1.7617983253258405,150.80425,1.7064041608762779,1.685989464391242,0.360482835889327,0.022269104547585572,113.59176092852107,73.46432991771215
