timestamp,packet_event_id,event_type,bytes,cur_latency,queue_delay,packet_in_queue,sending_rate,bandwidth
0,0,sent,1500,0.0,0,0,594059.405940594,135290.0
0.020200000000000003,1,sent,1500,0.0,0,1,594059.405940594,135290.0
0.040400000000000005,2,sent,1500,0.0,0,1.7722618333333333,594059.405940594,135290.0
0.06060000000000001,3,sent,1500,0.0,0,2.5445236666666666,594059.405940594,135290.0
0.08080000000000001,4,sent,1500,0.0,0,3.3167855,594059.405940594,135290.0
0.101,5,sent,1500,0.0,0,4.089047333333333,594059.405940594,135290.0
0.1212,6,sent,1500,0.0,0,4.861309166666667,594059.405940594,135290.0
0.1414,7,sent,1500,0.0,0,5.633571,594059.405940594,135290.0
0.1616,8,sent,1500,0.0,0,6.405832833333333,594059.405940594,135290.0
0.1818,9,sent,1500,0.0,0,7.1780946666666665,594059.405940594,135290.0
0.20199999999999999,10,sent,1500,0.0,0,7.9503565,594059.405940594,135290.0
0.202,0,acked,1500,0.202,0,8.722618333333333,594059.405940594,135290.0
0.22219999999999998,11,sent,1500,0.0,0,8.722618333333333,207553.54196769634,135290.0
0.28001640672683714,12,sent,1500,0.0,0,9.494880166666666,207553.54196769634,135290.0
0.2906983516889644,1,acked,1500,0.2704983516889644,0.06849835168896444,9.843048361160516,207553.54196769634,135290.0
0.33783281345367433,13,sent,1500,0.0,0,9.843048361160516,207553.54196769634,135290.0
0.37939670337792897,2,acked,1500,0.3389967033779289,0.1369967033779289,10.191216555654366,207553.54196769634,135290.0
0.3956492201805115,14,sent,1500,0.0,0,10.191216555654366,207553.54196769634,135290.0
0.4534656269073487,15,sent,1500,0.0,0,10.539384750148216,207553.54196769634,135290.0
0.4680950550668933,3,acked,1500,0.4074950550668933,0.20549505506689333,10.887552944642065,207553.54196769634,135290.0
0.5112820336341859,16,sent,1500,0.0,0,10.887552944642065,207553.54196769634,135290.0
0.5567934067558578,4,acked,1500,0.4759934067558578,0.27399340675585776,11.235721139135915,207553.54196769634,135290.0
0.5690984403610231,17,sent,1500,0.0,0,11.235721139135915,60000,135290.0
0.6454917584448222,5,acked,1500,0.5444917584448222,0.34249175844482227,11.583889333629765,60000,135290.0
0.7341901101337867,6,acked,1500,0.6129901101337867,0.4109901101337867,11.583889333629765,60000,135290.0
0.769098440361023,18,sent,1500,0.0,0,11.583889333629765,60000,135290.0
0.8228884618227511,7,acked,1500,0.6814884618227511,0.4794884618227511,10.329056000296431,60000,135290.0
0.9115868135117154,8,acked,1500,0.7499868135117155,0.5479868135117155,10.329056000296431,60000,135290.0
0.969098440361023,19,sent,1500,0.0,0,10.329056000296431,60000,135290.0
1.00028516520068,9,acked,1500,0.8184851652006799,0.61648516520068,9.074222666963099,60000,135290.0
1.0889835168896445,10,acked,1500,0.8869835168896445,0.6849835168896445,9.074222666963099,60000,135290.0
1.169098440361023,20,sent,1500,0.0,0,9.074222666963099,60000,135290.0
1.177681868578609,11,acked,1500,0.955481868578609,0.753481868578609,7.819389333629767,60000,135290.0
1.2663802202675734,12,acked,1500,0.9863638135407362,0.7843638135407363,7.819389333629767,60000,135290.0
1.355078571956538,13,acked,1500,1.0172457585028636,0.8152457585028635,7.819389333629767,60000,135290.0
1.369098440361023,21,sent,1500,0.0,0,7.819389333629767,60000,135290.0
1.443776923645502,14,acked,1500,1.0481277034649907,0.8461277034649907,6.564556000296433,60000,135290.0
1.5324752753344666,15,acked,1500,1.079009648427118,0.877009648427118,6.564556000296433,60000,135290.0
1.5690984403610229,22,sent,1500,0.0,0,6.564556000296433,60000,135290.0
1.6211736270234312,16,acked,1500,1.1098915933892453,0.9078915933892452,5.309722666963099,60000,135290.0
1.7098719787123957,17,acked,1500,1.1407735383513726,0.9387735383513726,5.309722666963099,60000,135290.0
1.7690984403610228,23,sent,1500,0.0,0,5.309722666963099,60000,135290.0
1.79857033040136,18,acked,1500,1.029471890040337,0.827471890040337,4.054889333629765,60000,135290.0
1.8872686820903244,19,acked,1500,0.9181702417293015,0.7161702417293015,4.054889333629765,60000,135290.0
1.9690984403610228,24,sent,1500,0.0,0,4.054889333629765,60000,135290.0
1.975967033779289,20,acked,1500,0.8068685934182659,0.6048685934182659,2.8000560002964314,60000,135290.0
2.0646653854682535,21,acked,1500,0.6955669451072305,0.49356694510723054,2.8000560002964314,60000,135290.0
2.1533637371572176,22,acked,1500,0.5842652967961949,0.38226529679619486,2.8000560002964314,60000,135290.0
2.1690984403610227,25,sent,1500,0.0,0,2.8000560002964314,82270.29204368591,135290.0
2.242062088846182,23,acked,1500,0.4729636484851595,0.27096364848515947,1.5452226669631006,82270.29204368591,135290.0
2.3149591113505936,26,sent,1500,0.0,0,1.5452226669631006,82270.29204368591,135290.0
2.3307604405351467,24,acked,1500,0.3616620001741241,0.15966200017412405,1,82270.29204368591,135290.0
2.4194587922241113,25,acked,1500,0.25036035186308864,0.04836035186308862,1,82270.29204368591,135290.0
2.4608197823401645,27,sent,1500,0.0,0,1,82270.29204368591,135290.0
2.5169591113505936,26,acked,1500,0.202,0,1,82270.29204368591,135290.0
2.6066804533297354,28,sent,1500,0.0,0,1,82270.29204368591,135290.0
2.6628197823401645,27,acked,1500,0.202,0,1,82270.29204368591,135290.0
2.7525411243193063,29,sent,1500,0.0,0,1,82270.29204368591,135290.0
2.8086804533297354,28,acked,1500,0.202,0,1,82270.29204368591,135290.0
2.898401795308877,30,sent,1500,0.0,0,1,82270.29204368591,135290.0
2.9545411243193063,29,acked,1500,0.202,0,1,82270.29204368591,135290.0
3.044262466298448,31,sent,1500,0.0,0,1,82270.29204368591,135290.0
3.100401795308877,30,acked,1500,0.202,0,1,82270.29204368591,135290.0
3.190123137288019,32,sent,1500,0.0,0,1,82270.29204368591,135290.0
3.246262466298448,31,acked,1500,0.202,0,1,82270.29204368591,135290.0
3.33598380827759,33,sent,1500,0.0,0,1,114302.08289692595,135290.0
3.392123137288019,32,acked,1500,0.202,0,1,114302.08289692595,135290.0
3.4409687717696484,34,sent,1500,0.0,0,1,114302.08289692595,135290.0
3.53798380827759,33,acked,1500,0.202,0,1,114302.08289692595,135290.0
3.545953735261707,35,sent,1500,0.0,0,1,114302.08289692595,135290.0
3.6429687717696484,34,acked,1500,0.202,0,1,114302.08289692595,135290.0
3.6509386987537655,36,sent,1500,0.0,0,1,114302.08289692595,135290.0
3.747953735261707,35,acked,1500,0.202,0,1,114302.08289692595,135290.0
3.755923662245824,37,sent,1500,0.0,0,1,92050.5815518345,135290.0
3.8529386987537655,36,acked,1500,0.202,0,1,92050.5815518345,135290.0
3.8862867712854197,38,sent,1500,0.0,0,1,92050.5815518345,135290.0
3.957923662245824,37,acked,1500,0.202,0,1,92050.5815518345,135290.0
4.016649880325016,39,sent,1500,0.0,0,1,92050.5815518345,135290.0
4.08828677128542,38,acked,1500,0.202,0,1,92050.5815518345,135290.0
4.147012989364612,40,sent,1500,0.0,0,1,120165.50792084518,135290.0
4.218649880325016,39,acked,1500,0.202,0,1,120165.50792084518,135290.0
4.24687525606351,41,sent,1500,0.0,0,1,120165.50792084518,135290.0
4.3467375227624085,42,sent,1500,0.0,0,1,120165.50792084518,135290.0
4.349012989364612,40,acked,1500,0.202,0,1,120165.50792084518,135290.0
4.446599789461307,43,sent,1500,0.0,0,1,112861.58490825848,135290.0
4.44887525606351,41,acked,1500,0.202,0,1,112861.58490825848,135290.0
4.5487375227624085,42,acked,1500,0.202,0,1,112861.58490825848,135290.0
4.552924718441831,44,sent,1500,0.0,0,1,112861.58490825848,135290.0
4.648599789461307,43,acked,1500,0.202,0,1,112861.58490825848,135290.0
4.659249647422356,45,sent,1500,0.0,0,1,112861.58490825848,135290.0
4.754924718441831,44,acked,1500,0.202,0,1,112861.58490825848,135290.0
4.76557457640288,46,sent,1500,0.0,0,1,211996.43266903167,135290.0
4.822179302477372,47,sent,1500,0.0,0,1,211996.43266903167,135290.0
4.861249647422356,45,acked,1500,0.202,0,1.3618288841151587,211996.43266903167,135290.0
4.878784028551864,48,sent,1500,0.0,0,1.3618288841151587,211996.43266903167,135290.0
4.935388754626357,49,sent,1500,0.0,0,1.7236577682303214,211996.43266903167,135290.0
4.96757457640288,46,acked,1500,0.202,0,2.08548665234549,211996.43266903167,135290.0
