trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
1.6233789846398936,154.6358,1.5643151044951078,1.5460246841051188,0.3446029391327933,0.021994884910485957,110.3827474963107,87.58220113602702
