trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.7835093654879808,71.60646999999999,0.4149614426271432,0.4113131986396906,0.1952442395860496,0.013500482160077154,112.82425362181179,40.236150342522194
