LABEL,QoE,QoE_std,q_mean,q_std,r_mean,r_std,s_mean,s_std
RobustMPC,2.0883012729991153,2.4955960691659698,2.818953619739738,0.8918602783431232,0.5211749868673857,1.9266145196047961,0.2094773598732373,0.11349967591307063
Pensieve,1.4094051605043192,12.061805121084568,2.763008228702258,0.8693837136235678,1.014061980759695,12.006520351270542,0.3395410874382444,0.06416038119739974
MERINA,2.3212554134106624,2.2620392301440937,2.7542229720981584,0.9673889065685238,0.25176811668250265,1.7567697259216764,0.1811994420049929,0.12721279598493415
pensieve_next,2.442192497882404,1.5149947937046888,2.7181740818010907,0.8262667796564045,0.16031936875259123,1.027601420108226,0.11566221516609541,0.045385912058603164
MERINA_next,2.4903905899146315,2.17549265103152,2.8125500348984995,0.8432307062044557,0.26795788304606866,1.7683006727970447,0.05420156193779925,0.05458198058335312
