trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.6251404125001556,180.76598,0.3594056616630361,0.3119274097244062,1.5071815064717389,0.1395089285714286,-805.9328272619771,-1536.7134853325483
