trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
31.313696112674965,67.15125999999998,22.195435680314883,21.833418966566484,0.14516435841807837,0.02070717993079585,181.45313386427702,162.04539316351548
