trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
2.286960083756812,129.75900000000001,2.051859989403547,2.0526568319490788,0.3281704574962498,0.008383700526418458,127.87280265759807,103.8362251194746
