bandwidth_lower_bound_min,bandwidth_lower_bound_max,bandwidth_upper_bound_min,bandwidth_upper_bound_max,delay_min,delay_max,queue_min,queue_max,loss_min,loss_max,T_s_min,T_s_max,delay_noise_min,delay_noise_max,duration_min,duration_max,weight
0.1,0.1,0.1,100,2,200,0.2,3,0,0.05,1,30,0,0,30,30,0.009688901040699992
0.1,0.1,1.1790854384045446,1.1790854384045446,17.763391850880907,17.763391850880907,2.3667248293896685,2.3667248293896685,0.00016724361176050353,0.00016724361176050353,18.115839526577265,18.115839526577265,0.0,0.0,30,30,0.004152386160299997
0.1,0.1,27.55562733820727,27.55562733820727,199.82056165614378,199.82056165614378,0.2637725323111497,0.2637725323111497,0,0,29.170987596047542,29.170987596047542,0.0,0.0,30,30,0.005931980228999997
0.1,0.1,15.760213425413244,15.760213425413244,127.96759877890777,127.96759877890777,0.8183870583208794,0.8183870583208794,0.00012892766501897541,0.00012892766501897541,2.019879582653338,2.019879582653338,0.0,0.0,30,30,0.008474257469999996
0.1,0.1,25.07149460545441,25.07149460545441,191.09293807402193,191.09293807402193,1.902266027113545,1.902266027113545,0.00875820663922278,0.00875820663922278,11.073150770116508,11.073150770116508,0.0,0.0,30,30,0.012106082099999995
0.1,0.1,2.6589936357136534,2.6589936357136534,135.241470394984,135.241470394984,2.0396001662479346,2.0396001662479346,0.0039228219372556255,0.0039228219372556255,4.193224169441448,4.193224169441448,0.0,0.0,30,30,0.017294402999999993
0.1,0.1,44.55868933586354,44.55868933586354,172.14054337539235,172.14054337539235,2.555933513321164,2.555933513321164,0,0,29.69131042006288,29.69131042006288,0.0,0.0,30,30,0.024706289999999992
0.1,0.1,12.297933565702303,12.297933565702303,93.92428943195004,93.92428943195004,0.5384605043090793,0.5384605043090793,0.00044960977794529234,0.00044960977794529234,8.258157895576678,8.258157895576678,0.0,0.0,30,30,0.03529469999999999
0.1,0.1,5.1412545818405535,5.1412545818405535,129.1432099073968,129.1432099073968,1.4473886719115825,1.4473886719115825,0,0,3.2789517557850076,3.2789517557850076,0.0,0.0,30,30,0.05042099999999999
0.1,0.1,11.505634509615147,11.505634509615147,172.60195908832594,172.60195908832594,2.1590357611778663,2.1590357611778663,0.00269761264324687,0.00269761264324687,4.236490789285951,4.236490789285951,0.0,0.0,30,30,0.07202999999999998
0.1,0.1,45.551328176456394,45.551328176456394,77.83701973720595,77.83701973720595,2.8960420649325433,2.8960420649325433,0,0,1.2785451034620507,1.2785451034620507,0.0,0.0,30,30,0.10289999999999999
0.1,0.1,74.9915079899812,74.9915079899812,165.0089327368056,165.0089327368056,2.2413022843739223,2.2413022843739223,0,0,13.84742519233252,13.84742519233252,0.0,0.0,30,30,0.147
0.1,0.1,14.551207724569945,14.551207724569945,6.280017483358058,6.280017483358058,1.0463613031009271,1.0463613031009271,0,0,2.4130215434646916,2.4130215434646916,0.0,0.0,30,30,0.21
0.1,0.1,11.833795265459939,11.833795265459939,45.64009429426968,45.64009429426968,1.7713703506563991,1.7713703506563991,0,0,10.827054857507312,10.827054857507312,0.0,0.0,30,30,0.3
