trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
2.261031444515317,120.30762,1.1146525970025265,1.0771516395405782,0.49230743969871404,0.041277817659727156,-170.90524358739452,-336.6639022128825
