trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.4202774517873694,43.09041,0.4194417761989629,0.4129204373941733,0.1015745676049315,0.018147086914995225,382.40044536047463,353.3786900393245
