trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.23584614160185147,172.63401999999996,0.17134455132747528,0.16451698562771638,0.38491840189554255,0.053738317757009324,-73.52499947974793,-143.61471709071293
