trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
5.288078037125376,172.60196,2.0241164240528366,2.039006051469093,0.7092002415986658,0.002969121140142472,-398.15488903508236,-522.3457492451115
