trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.3475952508369019,43.09041,0.3290273145540232,0.326633893694112,0.097134752087176,0.009732360097323589,386.43189270701896,353.24856636036
