trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
12.01194303430365,168.7614,7.372442684410764,7.199029211161929,0.4136423872461837,0.034507080462264694,-131.15273321387747,-182.9952364827132
