trace_average_bandwidth,trace_average_latency,average_sending_rate,average_throughput,average_latency,loss_rate,mi_level_reward,pkt_level_reward
0.18706463623282418,183.58831000000004,0.16977685798095812,0.16883888598966185,0.42134612757335993,0.01650943396226412,29.501990354811422,-3.080109723107668
